103-10-5-1-5   0   1.9275368006666664
103-10-5-1-1   0   1.9154473596666672
103-10-5-1-3   0   1.9314602249999997
103-10-5-1-7   0   1.8945250586666667
103-10-5-1-2   0   1.9077178536666655
103-10-5-1-4   0   1.93774406
103-10-5-1-6   0   1.9071195046666667
103-10-5-1-0   0   1.9351542029999997
103-10-5-3-5   0   1.9115172446666666
103-10-5-3-1   0   1.913530330333333
103-10-5-3-3   0   1.9137268013333333
103-10-5-3-7   0   1.9265741293333332
103-10-5-3-2   0   1.9189251223333326
103-10-5-3-4   0   1.9166959363333333
103-10-5-3-6   0   1.902041143000001
103-10-5-3-0   0   1.9075238083333332
103-10-5-2-5   0   1.9556549766666667
103-10-5-2-1   0   1.951424141333333
103-10-5-2-3   0   1.955174485
103-10-5-2-7   0   1.9592792206666665
103-10-5-2-2   0   1.9418552223333336
103-10-5-2-4   0   1.9540363373333332
103-10-5-2-6   0   1.9380129879999999
103-10-5-2-0   0   1.9588398556666669
103-10-5-0-5   0   1.9601839656666666
103-10-5-0-1   0   1.9585356820000008
103-10-5-0-3   0   1.967750148000001
103-10-5-0-7   0   1.948390037
103-10-5-0-2   0   1.9434685546666657
103-10-5-0-4   0   1.953073599666667
103-10-5-0-6   0   1.954641444
103-10-5-0-0   0   1.9552303716666668
103-10-1-1-5   0   1.9790825663333333
103-10-1-1-1   0   1.9698548860000002
103-10-1-1-3   0   1.9546953813333332
103-10-1-1-7   0   1.9657951420000004
103-10-1-1-2   0   1.95219514
103-10-1-1-4   0   1.9650549990000001
103-10-1-1-6   0   1.9639135383333333
103-10-1-1-0   0   1.9641384286666668
103-10-1-3-5   0   1.974944999333334
103-10-1-3-1   0   1.974350072
103-10-1-3-3   0   1.9870207516666667
103-10-1-3-7   0   1.9680459443333327
103-10-1-3-2   0   1.9614210813333333
103-10-1-3-4   0   1.9545713766666666
103-10-1-3-6   0   1.9803985173333338
103-10-1-3-0   0   1.9867067816666661
103-10-1-2-5   0   2.0028365469999994
103-10-1-2-1   0   1.9887806010000002
103-10-1-2-3   0   2.004852044666667
103-10-1-2-7   0   1.9964770513333334
103-10-1-2-2   0   2.0005779199999996
103-10-1-2-4   0   1.986351712666666
103-10-1-2-6   0   2.0147812183333333
103-10-1-2-0   0   2.014945768666667
103-10-1-0-5   0   2.0051630253333332
103-10-1-0-1   0   2.0088561523333333
103-10-1-0-3   0   2.018752440666667
103-10-1-0-7   0   2.008969568000001
103-10-1-0-2   0   2.0162492590000003
103-10-1-0-4   0   2.0024471799999994
103-10-1-0-6   0   2.0257945423333332
103-10-1-0-0   0   1.9945260863333338
103-10-3-1-5   0   1.9357260896666666
103-10-3-1-1   0   1.9159116376666667
103-10-3-1-3   0   1.9099150630000004
103-10-3-1-7   0   1.9108394276666658
103-10-3-1-2   0   1.9034503433333338
103-10-3-1-4   0   1.919669734
103-10-3-1-6   0   1.9115882679999998
103-10-3-1-0   0   1.9064303326666667
103-10-3-3-5   0   1.9185640309999996
103-10-3-3-1   0   1.9249245686666665
103-10-3-3-3   0   1.9084370016666667
103-10-3-3-7   0   1.9101485709999995
103-10-3-3-2   0   1.927901894666667
103-10-3-3-4   0   1.9286903183333326
103-10-3-3-6   0   1.905703176
103-10-3-3-0   0   1.9177086323333328
103-10-3-2-5   0   1.962259448
103-10-3-2-1   0   1.9404383230000004
